address,categoryName,claimThisBusiness,googleFoodUrl,hotelStars,location/lat,location/lng,openingHours/0/day,openingHours/0/hours,openingHours/1/day,openingHours/1/hours,openingHours/2/day,openingHours/2/hours,openingHours/3/day,openingHours/3/hours,openingHours/4/day,openingHours/4/hours,openingHours/5/day,openingHours/5/hours,openingHours/6/day,openingHours/6/hours,price,rank,state,street,title,totalScore,url,website,reviewsCount
"Cholimex Tower, 1368 Đ. Võ Văn Kiệt, P.13, Quận 5, Hồ Chí Minh, Việt Nam",,TRUE,,,10.7472046,106.655352,,,,,,,,,,,,,,,,31,"Quận 5, Hồ Chí Minh","Cholimex Tower, 1368 Đ. Võ Văn Kiệt",Công ty Nam Long,,https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20ty%20Nam%20Long&query_place_id=ChIJK6lsnF8udTERXuJSx2Inux8,http://namlong-vn.com/,0
"22 Đ. Phạm Đôn, Phường 10, Quận 5, Hồ Chí Minh, Việt Nam",Khách sạn,TRUE,,,10.7513741,106.6633652,,,,,,,,,,,,,,,,30,"Quận 5, Hồ Chí Minh",22 Đ. Phạm Đôn,Khách Sạn Tản Đà 4,4.4,https://www.google.com/maps/search/?api=1&query=Kh%C3%A1ch%20S%E1%BA%A1n%20T%E1%BA%A3n%20%C4%90%C3%A0%204&query_place_id=ChIJXyFmbPcudTERQydG8bKM-Zs,,7
"1178 Đ. Võ Văn Kiệt, Phường 10, Quận 5, Hồ Chí Minh 70000, Việt Nam",Khách sạn,TRUE,,,10.7508937,106.6654263,,,,,,,,,,,,,,,,26,"Quận 5, Hồ Chí Minh",1178 Đ. Võ Văn Kiệt,Khách Sạn Tản Đà 3,3.7,https://www.google.com/maps/search/?api=1&query=Kh%C3%A1ch%20S%E1%BA%A1n%20T%E1%BA%A3n%20%C4%90%C3%A0%203&query_place_id=ChIJPybG2PkudTERkmRtkXKic9g,,32
"12 Đ. Phan Phú Tiên, Phường 10, Quận 5, Hồ Chí Minh, Việt Nam",Bãi đỗ xe,TRUE,,,10.7514173,106.6657212,,,,,,,,,,,,,,,,39,"Quận 5, Hồ Chí Minh",12 Đ. Phan Phú Tiên,Nhà Xe Tư Ty,,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20Xe%20T%C6%B0%20Ty&query_place_id=ChIJo8m39_IvdTERue0z2hjX_mU,,0
"1 Đ. Tản Đà, Phường 11, Quận 5, Hồ Chí Minh, Việt Nam",Bãi đỗ xe,TRUE,,,10.7509563,106.6646421,,,,,,,,,,,,,,,,36,"Quận 5, Hồ Chí Minh",1 Đ. Tản Đà,Bãi xe ô tô tản đà,,https://www.google.com/maps/search/?api=1&query=B%C3%A3i%20xe%20%C3%B4%20t%C3%B4%20t%E1%BA%A3n%20%C4%91%C3%A0&query_place_id=ChIJIasH8qIvdTER-OJhgQSkRvg,,0
"122 Đ. Ngô Nhân Tịnh, Phường 13, Quận 6, Hồ Chí Minh, Việt Nam",Khách sạn,TRUE,,,10.7497052,106.6537207,,,,,,,,,,,,,,,,34,"Quận 6, Hồ Chí Minh",122 Đ. Ngô Nhân Tịnh,Khách Sạn Nhã Vân,,https://www.google.com/maps/search/?api=1&query=Kh%C3%A1ch%20S%E1%BA%A1n%20Nh%C3%A3%20V%C3%A2n&query_place_id=ChIJ1XY1OPUudTERwkY-EwaMSc4,,0
"40 Đ. Vạn Kiếp, Phường 10, Quận 5, Hồ Chí Minh, Việt Nam",Bãi đỗ xe máy,TRUE,,,10.7499522,106.6601764,,,,,,,,,,,,,,,,32,"Quận 5, Hồ Chí Minh",40 Đ. Vạn Kiếp,Bãi Xe Tuấn Đẹp Trai,5,https://www.google.com/maps/search/?api=1&query=B%C3%A3i%20Xe%20Tu%E1%BA%A5n%20%C4%90%E1%BA%B9p%20Trai&query_place_id=ChIJ1yhwyRkvdTEROhHEpf5p-l8,,2
"Phường 10 (Quận 5), Quận 5, Hồ Chí Minh, Việt Nam",Khách sạn,TRUE,,,10.750796,106.6648886,,,,,,,,,,,,,,,,28,"Quận 5, Hồ Chí Minh",,Công Ty Tnhh Nguyễn Tấn Phong,,https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20Ty%20Tnhh%20Nguy%E1%BB%85n%20T%E1%BA%A5n%20Phong&query_place_id=ChIJl2wq0fkudTERsyyGslQrnB8,,0
"71 Đ.Trịnh Hoài Đức, Phường 13, Quận 5, Hồ Chí Minh, Việt Nam",Khách sạn,TRUE,,,10.7490738,106.6570033,,,,,,,,,,,,,,,,36,"Quận 5, Hồ Chí Minh",71 Đ.Trịnh Hoài Đức,Cho thuê biệt thự Đà Lạt,,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20bi%E1%BB%87t%20th%E1%BB%B1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJ68zVJPwvdTERQryGM2O0gcg,,0
"105 Đường Đ. Bình Đông, Phường 11, Quận 8, Hồ Chí Minh 700000, Việt Nam",Bãi đỗ xe,TRUE,,,10.74962,106.665861,,,,,,,,,,,,,,,,37,"Quận 8, Hồ Chí Minh",105 Đường Đ. Bình Đông,Bãi xe ô tô 24/24 Khang Gia Bảo,5,https://www.google.com/maps/search/?api=1&query=B%C3%A3i%20xe%20%C3%B4%20t%C3%B4%2024%2F24%20Khang%20Gia%20B%E1%BA%A3o&query_place_id=ChIJlf6JjW8vdTER0qimoGam5EM,https://bai-xe-o-to-2424-khang-gia-bao.business.site/?utm_source=gmb&utm_medium=referral,6
