"address","categoryName","claimThisBusiness","googleFoodUrl","hotelStars","location/lat","location/lng","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","price","rank","state","street","title","totalScore","url","website","reviewsCount"
"162 Đ. Thành Thái, Phường 12, Quận 10, Hồ Chí Minh 700000, Việt Nam","Cửa hàng thực phẩm hữu cơ","false",,,"10.7755409","106.6640445","Thứ Tư","10:00 to 17:00","Thứ Năm","10:00 to 17:00","Thứ Sáu","10:00 to 17:00","Thứ Bảy","10:00 to 12:00","Chủ Nhật","Đóng cửa","Thứ Hai","10:00 to 17:00","Thứ Ba","10:00 to 17:00",,"97","Quận 10, Hồ Chí Minh","162 Đ. Thành Thái","Cửa hàng Đi Chợ Dùm Bạn","5","https://www.google.com/maps/search/?api=1&query=C%E1%BB%ADa%20h%C3%A0ng%20%C4%90i%20Ch%E1%BB%A3%20D%C3%B9m%20B%E1%BA%A1n&query_place_id=ChIJoQj6BrovdTERcbrKbB-ZKmM",,"1"
"A1 Cư xá Diên Hồng Tổ 64, KP 8, Quận 10, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7685823","106.6613137","Thứ Tư","07:30 to 21:00","Thứ Năm","07:30 to 21:00","Thứ Sáu","07:30 to 21:00","Thứ Bảy","07:30 to 21:00","Chủ Nhật","07:30 to 21:00","Thứ Hai","07:30 to 21:00","Thứ Ba","07:30 to 21:00",,"45","Quận 10, Hồ Chí Minh","A1 Cư xá Diên Hồng Tổ 64","Bún bò Thanh Nhàn","4.8","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20b%C3%B2%20Thanh%20Nh%C3%A0n&query_place_id=ChIJO8VKzOkudTERCMjyjHziP8c",,"15"
"606/187, Đ. 3 Tháng 2, Phường 14, Quận 10, Thành phố Hồ Chí Minh 700000, Việt Nam","Nhà hàng","true",,,"10.7662148","106.6627274",,,,,,,,,,,,,,,,"60","Quận 10, Thành phố Hồ Chí Minh","606/187, Đ. 3 Tháng 2","Bún Thái Thuỳ Lê",,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Th%C3%A1i%20Thu%E1%BB%B3%20L%C3%AA&query_place_id=ChIJZyyRcgsvdTERV0eiikykWVc",,"0"
"QMC6+493, 7B Thành Thái, Phường 14, Quận 10, Hồ Chí Minh, Việt Nam","Nhà hàng phở","true",,,"10.7702513","106.6609285","Thứ Tư","06:00 to 14:00","Thứ Năm","06:00 to 14:00","Thứ Sáu","06:00 to 14:00","Thứ Bảy","06:00 to 14:00","Chủ Nhật","06:00 to 14:00","Thứ Hai","06:00 to 14:00","Thứ Ba","06:00 to 14:00",,"47","Quận 10, Hồ Chí Minh","QMC6+493, 7B Thành Thái","Phở cô Chi","3.5","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20c%C3%B4%20Chi&query_place_id=ChIJowpMWAAvdTER7Lr2sXFpGk8",,"4"
"222 Nguyễn Tiểu La, Phường 8, Quận 10, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7646707","106.6662353","Thứ Tư","06:00 to 12:00","Thứ Năm","06:00 to 12:00","Thứ Sáu","06:00 to 12:00","Thứ Bảy","06:00 to 12:00","Chủ Nhật","06:00 to 12:00","Thứ Hai","06:00 to 12:00","Thứ Ba","06:00 to 12:00",,"59","Quận 10, Hồ Chí Minh","222 Nguyễn Tiểu La","Hủ tíu mì 222","4.3","https://www.google.com/maps/search/?api=1&query=H%E1%BB%A7%20t%C3%ADu%20m%C3%AC%20222&query_place_id=ChIJ1R0F7hkvdTERYioUcQnr7I8",,"3"
"3/71/10 Thành Thái, Phường 14, Quận 10, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7678291","106.6640657",,,,,,,,,,,,,,,,"56","Quận 10, Hồ Chí Minh","3/71/10 Thành Thái","Mì sủi cảo KON LOU","4.5","https://www.google.com/maps/search/?api=1&query=M%C3%AC%20s%E1%BB%A7i%20c%E1%BA%A3o%20KON%20LOU&query_place_id=ChIJP_feLQAvdTERQK-9iiAF-sE",,"4"
"586 Đ. 3 Tháng 2, Phường 14, Quận 10, Hồ Chí Minh 700000, Việt Nam","Nhà hàng","true","https://food.google.com/chooseprovider?restaurantId=/g/11hdj7y0r8&g2lbs=AOHF13nQSVnJ2cK6GW42KVzBeOEiuazpAcMW-UmQI-IwefgFfF7p-MrmtC9HgzpgJRtBRrt3-_54UqmMRLZoSDvo9vGkaMqBhw%3D%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=tdByZo6ZCJOlptQPvui48Ac&ei=tdByZo6ZCJOlptQPvui48Ac&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.7659696","106.6635802","Thứ Tư","18:00 to 00:00","Thứ Năm","18:00 to 00:00","Thứ Sáu","18:00 to 00:00","Thứ Bảy","18:00 to 00:00","Chủ Nhật","18:00 to 00:00","Thứ Hai","18:00 to 00:00","Thứ Ba","18:00 to 00:00",,"41","Quận 10, Hồ Chí Minh","586 Đ. 3 Tháng 2","Cháo Ếch Singapore","4.5","https://www.google.com/maps/search/?api=1&query=Ch%C3%A1o%20%E1%BA%BEch%20Singapore&query_place_id=ChIJHf_8VNMvdTERLBIkDgI1anM",,"38"
"3 Hẻm 666/46 Đ. 3 Tháng 2, Phường 14, Quận 10, Hồ Chí Minh, Việt Nam","Nhà hàng hải sản","true",,,"10.7670616","106.6608056",,,,,,,,,,,,,,,,"50","Quận 10, Hồ Chí Minh","3 Hẻm 666/46 Đ. 3 Tháng 2","Ốc đêm ngã tư hẻm 666","4","https://www.google.com/maps/search/?api=1&query=%E1%BB%90c%20%C4%91%C3%AAm%20ng%C3%A3%20t%C6%B0%20h%E1%BA%BBm%20666&query_place_id=ChIJR_mORc4vdTERB8TjNSItDCg",,"2"
"830 Đ. Sư Vạn Hạnh, Phường 13, Quận 10, Hồ Chí Minh, Việt Nam","Nhà hàng món lẩu","false",,,"10.7769466","106.6664808","Thứ Tư","10:00 to 22:00","Thứ Năm","10:00 to 22:00","Thứ Sáu","10:00 to 22:00","Thứ Bảy","10:00 to 22:00","Chủ Nhật","10:00 to 22:00","Thứ Hai","10:00 to 22:00","Thứ Ba","10:00 to 22:00","$$","81","Quận 10, Hồ Chí Minh","830 Đ. Sư Vạn Hạnh","Buffet lẩu Lok Lok - Lẩu 1 người","4.7","https://www.google.com/maps/search/?api=1&query=Buffet%20l%E1%BA%A9u%20Lok%20Lok%20-%20L%E1%BA%A9u%201%20ng%C6%B0%E1%BB%9Di&query_place_id=ChIJJQsmBbcvdTERf836pcLGa0s","http://loklokhotpot.com/","1181"
"78 Thành Thái, Phường 14, Quận 10, Hồ Chí Minh, Việt Nam","Nhà hàng châu Á","true",,,"10.7711092","106.6624808",,,,,,,,,,,,,,,,"51","Quận 10, Hồ Chí Minh","78 Thành Thái","Bún Chả Cá Nha Trang Trùm Sò NT","4","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ch%E1%BA%A3%20C%C3%A1%20Nha%20Trang%20Tr%C3%B9m%20S%C3%B2%20NT&query_place_id=ChIJzVuTl2cvdTERnl8DvhWP-v0",,"1"
"16A Lê Hồng Phong (Nối dài), Phường 12, Quận 10, Hồ Chí Minh, 700000, Việt Nam","Quán cà phê","true",,,"10.7744245","106.67096","Thứ Tư","07:30 to 22:00","Thứ Năm","07:30 to 22:00","Thứ Sáu","07:30 to 22:00","Thứ Bảy","07:30 to 14:00, 15:00 to 22:00","Chủ Nhật","07:30 to 14:00, 15:00 to 22:00","Thứ Hai","07:30 to 22:00","Thứ Ba","07:30 to 22:00",,"84","Hồ Chí Minh","16A Lê Hồng Phong (Nối dài), Phường 12, Quận 10","QUEEN CAFE (Coffe & Dimsum)","4.2","https://www.google.com/maps/search/?api=1&query=QUEEN%20CAFE%20(Coffe%20%26%20Dimsum)&query_place_id=ChIJY41Wt94udTERke0z4iV1h8o",,"15"
"175 Đ. Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh 700000, Việt Nam","Nhà hàng","false",,,"10.7746424","106.6758225","Thứ Tư","11:00 to 23:00","Thứ Năm","11:00 to 23:00","Thứ Sáu","11:00 to 23:00","Thứ Bảy","11:00 to 23:00","Chủ Nhật","11:00 to 23:00","Thứ Hai","11:00 to 23:00","Thứ Ba","11:00 to 23:00","$$","76","Quận 10, Hồ Chí Minh","175 Đ. Cao Thắng","Bò Tơ Nhân Phát - 175B Cao Thắng, P.12, Q.10","4.1","https://www.google.com/maps/search/?api=1&query=B%C3%B2%20T%C6%A1%20Nh%C3%A2n%20Ph%C3%A1t%20-%20175B%20Cao%20Th%E1%BA%AFng%2C%20P.12%2C%20Q.10&query_place_id=ChIJmeLWZhsvdTERxIwdbwUVxf8","https://botonhanphat.vn/","576"
"465 Đ. Sư Vạn Hạnh, Ward 12, Quận 10, Hồ Chí Minh 70000, Việt Nam","Nhà hàng mì Nhật Bản","false",,,"10.7735174","106.668549","Thứ Tư","10:00 to 22:00","Thứ Năm","10:00 to 22:00","Thứ Sáu","10:00 to 22:00","Thứ Bảy","10:00 to 22:00","Chủ Nhật","10:00 to 22:00","Thứ Hai","10:00 to 22:00","Thứ Ba","10:00 to 22:00",,"63","Quận 10, Hồ Chí Minh","465 Đ. Sư Vạn Hạnh","RAMEN KIMURA","4.1","https://www.google.com/maps/search/?api=1&query=RAMEN%20KIMURA&query_place_id=ChIJ0ZsfrMwvdTERz2LveEf79J8","https://www.ramenkimura.vn/","277"
"314 Hoà Hưng, Phường 13, Quận 10, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7781256","106.671152","Thứ Tư","08:00 to 22:00","Thứ Năm","08:00 to 22:00","Thứ Sáu","08:00 to 22:00","Thứ Bảy","08:00 to 22:00","Chủ Nhật","08:00 to 22:00","Thứ Hai","08:00 to 22:00","Thứ Ba","08:00 to 22:00",,"61","Quận 10, Hồ Chí Minh","314 Hoà Hưng","Quán Lẩu Cá","4.3","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20L%E1%BA%A9u%20C%C3%A1&query_place_id=ChIJPbrAkdkudTERTTGO07m1G4I",,"30"
"163/21 Đ. Tô Hiến Thành, Cư xá Bắc Hải, Quận 10, Hồ Chí Minh 70000, Việt Nam","Nhà hàng châu Á","true","https://food.google.com/chooseprovider?restaurantId=/g/11vbyycpm8&g2lbs=AOHF13lHVr8-qxR18-4xd62wOeDlvREZJP-2T1u2XADMSQV4He2cmsBqSsxzQuLv7rRyK8LJsEdqoaVofS3qobK7oRnQUUwPdw%3D%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=w9ByZqKCD6WmptQP18y18Ac&ei=w9ByZqKCD6WmptQP18y18Ac&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.7796288","106.6694161","Thứ Tư","08:30 to 20:30","Thứ Năm","08:30 to 20:30","Thứ Sáu","08:30 to 20:30","Thứ Bảy","08:30 to 20:30","Chủ Nhật","08:30 to 20:30","Thứ Hai","08:30 to 20:30","Thứ Ba","08:30 to 20:30",,"67","Quận 10, Hồ Chí Minh","163/21 Đ. Tô Hiến Thành","Cơm Hương Ký 9","1.7","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20H%C6%B0%C6%A1ng%20K%C3%BD%209&query_place_id=ChIJqVBV7MQvdTERNz_Pu2S31TQ",,"7"
"Tam Đảo, Phường 15, Quận 10, Hồ Chí Minh, Việt Nam","Nhà hàng ăn nhanh","true",,,"10.7799289","106.664152",,,,,,,,,,,,,,,,"82","Quận 10, Hồ Chí Minh","Tam Đảo","Xe bánh tráng trứng lòng đào","1","https://www.google.com/maps/search/?api=1&query=Xe%20b%C3%A1nh%20tr%C3%A1ng%20tr%E1%BB%A9ng%20l%C3%B2ng%20%C4%91%C3%A0o&query_place_id=ChIJa8c6egwvdTER2VYFQeYY8U8",,"1"
"Đ. Thành Thái, Phường 14, Quận 10, Hồ Chí Minh 70000, Việt Nam","Nhà hàng","false",,,"10.7780088","106.6609278","Thứ Tư","08:00 to 17:00","Thứ Năm","08:00 to 17:00","Thứ Sáu","08:00 to 17:00","Thứ Bảy","Đóng cửa","Chủ Nhật","08:00 to 17:00","Thứ Hai","08:00 to 17:00","Thứ Ba","08:00 to 17:00",,"85","Quận 10, Hồ Chí Minh","Đ. Thành Thái","Công ty Tnhh KANIFA",,"https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20ty%20Tnhh%20KANIFA&query_place_id=ChIJM6isKiovdTERdLLfSDgZU4U",,"0"
"230 Đ. Tô Hiến Thành, Phường 13, Quận 10, Hồ Chí Minh, Việt Nam","Quán ăn nhỏ","true",,,"10.778919","106.6666535","Thứ Tư","17:00 to 00:00","Thứ Năm","17:00 to 00:00","Thứ Sáu","17:00 to 00:00","Thứ Bảy","17:00 to 00:00","Chủ Nhật","17:00 to 00:00","Thứ Hai","17:00 to 00:00","Thứ Ba","17:00 to 00:00",,"80","Quận 10, Hồ Chí Minh","230 Đ. Tô Hiến Thành","Bún Bò Thiên Phúc","2.3","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20B%C3%B2%20Thi%C3%AAn%20Ph%C3%BAc&query_place_id=ChIJzY_K_84vdTERJ5cuvV0NFO4",,"4"
"189 Đ. Tô Hiến Thành, Phường 13, Quận 10, Hồ Chí Minh, Việt Nam","Nhà hàng hải sản","true",,,"10.7798791","106.6682696",,,,,,,,,,,,,,,,"75","Quận 10, Hồ Chí Minh","189 Đ. Tô Hiến Thành","Ốc Quang Anh","4.2","https://www.google.com/maps/search/?api=1&query=%E1%BB%90c%20Quang%20Anh&query_place_id=ChIJodEsFqkvdTERJxfqWCTFj1Y",,"250"
"324 Đ. Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh 722000, Việt Nam","Nhà hàng món lẩu","false",,,"10.7750441","106.6744009","Thứ Tư","10:30 to 21:00","Thứ Năm","10:30 to 21:00","Thứ Sáu","10:30 to 21:00","Thứ Bảy","10:30 to 21:00","Chủ Nhật","10:30 to 21:00","Thứ Hai","10:30 to 21:00","Thứ Ba","10:30 to 21:00","$$","74","Quận 10, Hồ Chí Minh","324 Đ. Cao Thắng","Lẩu Mắm Bà Dú - Cao Thắng","3.6","https://www.google.com/maps/search/?api=1&query=L%E1%BA%A9u%20M%E1%BA%AFm%20B%C3%A0%20D%C3%BA%20-%20Cao%20Th%E1%BA%AFng&query_place_id=ChIJ5xcwdSEvdTER5DKoqmJ5n4M","https://www.facebook.com/laumambadu.vn","457"
"183 Đ. Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh, Việt Nam","Nhà hàng Việt Nam","false",,,"10.7747598","106.6738504","Thứ Tư","11:00 to 23:00","Thứ Năm","11:00 to 23:00","Thứ Sáu","11:00 to 23:00","Thứ Bảy","11:00 to 23:00","Chủ Nhật","11:00 to 23:00","Thứ Hai","11:00 to 23:00","Thứ Ba","11:00 to 23:00",,"72","Quận 10, Hồ Chí Minh","183 Đ. Cao Thắng","A MẸT QUÁN","4","https://www.google.com/maps/search/?api=1&query=A%20M%E1%BA%B8T%20QU%C3%81N&query_place_id=ChIJr5DCIuQvdTERgVYO-EM_tns","https://www.facebook.com/buffetbanhtrang69k/","163"
"419/21 Đ. Cách Mạng Tháng 8, Phường 13, Quận 10, Hồ Chí Minh 700000, Việt Nam","Nhà hàng món chay","false",,,"10.7806175","106.6749108","Thứ Tư","08:30 to 21:00","Thứ Năm","08:30 to 21:00","Thứ Sáu","08:30 to 21:00","Thứ Bảy","08:30 to 21:00","Chủ Nhật","08:30 to 21:00","Thứ Hai","08:30 to 21:00","Thứ Ba","08:30 to 21:00",,"64","Quận 10, Hồ Chí Minh","419/21 Đ. Cách Mạng Tháng 8","Quán Chay Tâm Đức | Quán Chay ngon quận 10","4.9","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Chay%20T%C3%A2m%20%C4%90%E1%BB%A9c%20%7C%20Qu%C3%A1n%20Chay%20ngon%20qu%E1%BA%ADn%2010&query_place_id=ChIJoxCEDz0vdTER1hrYrVB6A8o",,"16"
"53 Hoàng Dư Khương, Phường 12, Quận 10, Hồ Chí Minh 700000, Việt Nam","Nhà hàng món chay","false","https://food.google.com/chooseprovider?restaurantId=/g/11y1dm1x9z&g2lbs=AOHF13kkfXIfJxj8ONxJ-0-xH-7EVZuRpE77QoaTqTPskvBFJi95ZxVmOtSVOpxLDHCavPWxeybHbpDdB1vADyyZsV6wsIT5fA%3D%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=w9ByZuOqOrHfkPIPwI2fuAc&ei=w9ByZuOqOrHfkPIPwI2fuAc&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.7765696","106.6719047","Thứ Tư","09:00 to 22:00","Thứ Năm","09:00 to 22:00","Thứ Sáu","09:00 to 22:00","Thứ Bảy","09:00 to 22:00","Chủ Nhật","09:00 to 22:00","Thứ Hai","09:00 to 22:00","Thứ Ba","09:00 to 22:00",,"66","Quận 10, Hồ Chí Minh","53 Hoàng Dư Khương","Nhà Hàng Chay Vegan BÀ XÃ - Hoàng Dư Khương","4.5","https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Chay%20Vegan%20B%C3%80%20X%C3%83%20-%20Ho%C3%A0ng%20D%C6%B0%20Kh%C6%B0%C6%A1ng&query_place_id=ChIJ0YBR5_ovdTERDw0Ry9TnZB8","https://chaybaxa.com/","69"
"11A Hoà Hưng, Phường 12, Quận 10, Hồ Chí Minh, Việt Nam","Nhà hàng cho người ăn chay","true","https://food.google.com/chooseprovider?restaurantId=/g/11spmxn3fx&g2lbs=AOHF13n8NJTsKajfrXFnyurQs2Rno6GF6y8xVbl_Y0rioc5MK4UQ2vZ65BuwEclR8raYA1VnKyf9veUkcJkjcMetdz9MuQykXA%3D%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=w9ByZvqNHOnckPIP1o-2sAs&ei=w9ByZvqNHOnckPIP1o-2sAs&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.777743","106.6722488","Thứ Tư","06:30 to 20:00","Thứ Năm","06:30 to 20:00","Thứ Sáu","06:30 to 20:00","Thứ Bảy","06:30 to 20:00","Chủ Nhật","06:30 to 20:00","Thứ Hai","06:30 to 20:00","Thứ Ba","06:30 to 20:00",,"69","Quận 10, Hồ Chí Minh","11A Hoà Hưng","Quán Chay Diệu Lan Quận 10","4.5","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Chay%20Di%E1%BB%87u%20Lan%20Qu%E1%BA%ADn%2010&query_place_id=ChIJSR6TAnAvdTERcvXwCMb5L0M",,"39"
